key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,Predicted_date
31066,U001,200794332,COST associates,,2020,1930607217,06-03-2020,20200305,20200306,21-03-2020,USD,RV,1,8793.09,20200306,NAAX,1930607217,1,1.010989011,22-03-2020
31067,U001,200769623,WAL-MAR trust,,2020,1930724252,31-03-2020,20200331,20200331,15-04-2020,USD,RV,1,3493.47,20200331,NAH4,1930724252,1,1.010989011,16-04-2020
31070,U001,200761734,H E BUT co,,2020,1930814133,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,97178.65,20200423,NAA8,1930814133,1,1.010989011,09-05-2020
31074,U001,200592182,DECA ,,2020,1930607100,05-03-2020,20200305,20200305,11-03-2020,USD,RV,1,15736.05,20200301,NAM2,1930607100,1,1.010989011,12-03-2020
31075,CA02,100012991,CJR WH co,,2020,2960628543,15-04-2020,20200415,20200415,27-04-2020,CAD,RV,1,9318.33,20200417,CA10,2960628543,1,2.169835234,29-04-2020
31076,U001,CCCA02,KRAFT  ,,2020,1930580588,28-02-2020,20200228,20200228,03-04-2020,USD,RV,1,28147.07,20200228,NAG2,1930580588,1,1.010989011,04-04-2020
31083,U001,200706844,WINC ,,2020,1930814305,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,62321.68,20200423,NAA8,1930814305,1,1.010989011,09-05-2020
31091,U001,200769623,WAL-MAR corporation,,2020,1930800247,19-04-2020,20200418,20200419,04-05-2020,USD,RV,1,16467.28,20200419,NAH4,1930800247,1,1.010989011,05-05-2020
31094,U001,100044010,LAND systems,,2020,1930782318,14-04-2020,20200413,20200414,16-05-2020,USD,RV,1,47839.68,20200414,NA32,1930782318,1,1.010989011,17-05-2020
31096,U001,200729290,KROGER corp,,2020,1930738346,03-04-2020,20200402,20200403,18-04-2020,USD,RV,1,64562.82,20200403,NAA8,1930738346,1,1.010989011,19-04-2020
31098,U001,200793568,SUPE us,,2020,1930877433,07-05-2020,20200507,20200507,22-05-2020,USD,RV,1,1638.35,20200507,NAA8,1930877433,1,1.010989011,23-05-2020
31100,U001,200707005,KING S corporation,,2020,1930766204,10-04-2020,20200408,20200410,25-04-2020,USD,RV,1,53065.3,20200410,NAA8,1930766204,1,1.010989011,26-04-2020
31118,U001,200769623,WAL-MAR us,,2020,1930593538,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,10017.22,20200304,NAH4,1930593538,1,1.010989011,20-03-2020
31120,U001,200707822,PUBLI in,,2020,1930834562,29-04-2020,20200429,20200429,14-05-2020,USD,RV,1,50056.23,20200429,NAA8,1930834562,1,1.010989011,15-05-2020
31130,U001,200761734,H E BUT systems,,2020,1930593055,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,15400.32,20200304,NAA8,1930593055,1,1.010989011,20-03-2020
31131,U001,200764795,SYSCO  corporation,,2020,1930586587,02-03-2020,20200302,20200302,17-03-2020,USD,RV,1,25789.43,20200302,NAA8,1930586587,1,1.010989011,18-03-2020
31132,U001,200769623,WAL-MAR co,,2020,1930740960,04-04-2020,20200403,20200404,19-04-2020,USD,RV,1,10515.89,20200404,NAH4,1930740960,1,1.010989011,20-04-2020
31139,U001,200744019,TARG associates,,2020,1930690885,25-03-2020,20200324,20200325,09-04-2020,USD,RV,1,5758.93,20200325,NAA8,1930690885,1,1.010989011,10-04-2020
31143,U001,200769623,WAL-MAR in,,2020,1930655224,17-03-2020,20200316,20200317,01-04-2020,USD,RV,1,24974.91,20200317,NAH4,1930655224,1,1.010989011,02-04-2020
31145,U001,200803720,DEC foundation,,2020,1930772739,10-04-2020,20200410,20200410,08-04-2020,USD,RV,1,10503.26,20200401,NAM1,1930772739,1,1.010989011,09-04-2020
31160,U001,200152991,JET associates,,2020,1930831075,28-04-2020,20200427,20200428,13-05-2020,USD,RV,1,6054.29,20200428,NAA8,1930831075,1,1.010989011,14-05-2020
31167,U001,200881076,ALBERT trust,,2020,1930797173,17-04-2020,20200417,20200417,02-05-2020,USD,RV,1,3166.33,20200417,NAA8,1930797173,1,1.010989011,03-05-2020
31169,U001,200726979,BJ'S  llc,,2020,1930587133,03-03-2020,20200302,20200303,18-03-2020,USD,RV,1,336.08,20200303,NAA8,1930587133,1,1.010989011,19-03-2020
31177,U001,200711029,WEGMAN foundation,,2020,1930833644,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,61512.16,20200428,NAA8,1930833644,1,1.010989011,14-05-2020
31180,U001,200759878,SA llc,,2020,1930761285,09-04-2020,20200408,20200409,24-04-2020,USD,RV,1,18651.38,20200409,NAH4,1930761285,1,1.010989011,25-04-2020
31192,CA02,140104225,SAVE-ON- systems,,2020,2960626801,04-04-2020,20200404,20200404,21-04-2020,CAD,RV,1,121966.19,20200411,CA10,2960626801,1,2.169835234,23-04-2020
31194,U001,200707822,PUBLI co,,2020,1930839775,30-04-2020,20200430,20200430,15-05-2020,USD,RV,1,22692.15,20200430,NAA8,1930839775,1,1.010989011,16-05-2020
31195,U001,200769623,WAL-MAR in,,2020,1930686860,23-03-2020,20200323,20200323,07-04-2020,USD,RV,1,655.59,20200323,NAH4,1930686860,1,1.010989011,08-04-2020
31197,U001,200707822,PUBLI in,,2020,1930799540,17-04-2020,20200418,20200417,02-05-2020,USD,RV,1,31064.22,20200417,NAA8,1930799540,1,1.010989011,03-05-2020
31201,CA02,140104225,SAVE-ON- us,,2020,2960624433,26-03-2020,20200326,20200326,11-04-2020,CAD,RV,1,31721.55,20200401,CA10,2960624433,1,2.169835234,13-04-2020
31203,U001,200794332,COST us,,2020,1930585845,04-03-2020,20200301,20200304,19-03-2020,USD,RV,1,52377.56,20200304,NAAX,1930585845,1,1.010989011,20-03-2020
31204,U001,200752302,KROGER llc,,2020,1930636921,12-03-2020,20200311,20200312,27-03-2020,USD,RV,1,19436.3,20200312,NAA8,1930636921,1,1.010989011,28-03-2020
31205,U001,200790107,ROU us,,2020,1930681977,20-03-2020,20200321,20200320,04-04-2020,USD,RV,1,52235.82,20200320,NAC6,1930681977,1,1.010989011,05-04-2020
31219,U001,200726979,BJ'S  corporation,,2020,1930673968,20-03-2020,20200320,20200320,04-04-2020,USD,RV,1,321.54,20200320,NAA8,1930673968,1,1.010989011,05-04-2020
31222,U001,100001196,DOLLAR llc,,2020,1930861305,06-05-2020,20200505,20200506,21-05-2020,USD,RV,1,5384.83,20200506,NAA8,1930861305,1,1.010989011,22-05-2020
31225,U001,200704858,WAKE trust,,2020,1930706802,27-03-2020,20200326,20200327,31-05-2020,USD,RV,1,244.24,20200327,NAGD,1930706802,1,1.010989011,01-06-2020
31229,U001,CCU002,KRFT FDS llc,,2020,1930659677,18-03-2020,20200316,20200318,22-04-2020,USD,RV,1,8742.72,20200318,NAG2,1930659677,1,1.010989011,23-04-2020
31234,CA02,140106408,WAL-M foundation,,2020,2960627898,14-04-2020,20200414,20200414,25-04-2020,CAD,RV,1,860.8,20200415,CA10,2960627898,1,4.682854311,29-04-2020
31238,U001,200769623,WAL-MAR trust,,2020,1930796153,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,64.73,20200417,NAH4,1930796153,1,1.010989011,03-05-2020
31255,U001,200769623,WAL-MAR trust,,2020,1930700306,25-03-2020,20200325,20200325,09-04-2020,USD,RV,1,10621.05,20200325,NAH4,1930700306,1,1.010989011,10-04-2020
31260,U001,200275115,SHAWS  foundation,,2020,1930819865,27-04-2020,20200424,20200427,12-05-2020,USD,RV,1,84521.53,20200427,NAA8,1930819865,1,1.010989011,13-05-2020
31264,U001,100047527,LIDL associates,,2020,1930709601,01-04-2020,20200330,20200401,16-04-2020,USD,RV,1,9673.92,20200401,NAA8,1930709601,1,1.010989011,17-04-2020
31266,U001,200769623,WAL-MAR co,,2020,1930883873,10-05-2020,20200509,20200510,25-05-2020,USD,RV,1,70630.5,20200510,NAH4,1930883873,1,1.010989011,26-05-2020
31267,U001,200793088,DEMOU us,,2020,1930727971,03-04-2020,20200401,20200403,18-04-2020,USD,RV,1,17854.08,20200403,NAA8,1930727971,1,1.010989011,19-04-2020
31273,U001,200780383,MEIJ foundation,,2020,1930654913,16-03-2020,20200316,20200316,31-03-2020,USD,RV,1,760.42,20200316,NAA8,1930654913,1,1.010989011,01-04-2020
31285,U001,200592182,DECA us,,2020,1930789793,16-04-2020,20200416,20200416,24-04-2020,USD,RV,1,375.24,20200401,NAM4,1930789793,1,93.66666667,26-07-2020
31286,U001,200769623,WAL-MAR in,,2020,1930859761,06-05-2020,20200505,20200506,21-05-2020,USD,RV,1,652.78,20200506,NAH4,1930859761,1,1.010989011,22-05-2020
31288,U001,200418007,AM trust,,2020,1930627215,09-03-2020,20200309,20200309,24-03-2020,USD,RV,1,45964.9,20200309,NAA8,1930627215,1,1.010989011,25-03-2020
31315,U001,200769623,WAL-MAR llc,,2020,1930777408,12-04-2020,20200411,20200412,27-04-2020,USD,RV,1,661.11,20200412,NAH4,1930777408,1,1.010989011,28-04-2020
31317,U001,200769623,WAL-MAR foundation,,2020,1930720426,30-03-2020,20200330,20200330,14-04-2020,USD,RV,1,33601.57,20200330,NAH4,1930720426,1,1.010989011,15-04-2020
31320,U001,200793830,M trust,,2020,1930724626,02-04-2020,20200331,20200402,17-04-2020,USD,RV,1,194578.81,20200402,NAA8,1930724626,1,1.010989011,18-04-2020
31322,U001,200396637,LAWL corp,,2020,1930659170,18-03-2020,20200316,20200318,17-04-2020,USD,RV,1,52901.64,20200318,NAD5,1930659170,1,1.010989011,18-04-2020
31323,U001,200744019,TARG systems,,2020,1930764064,09-04-2020,20200408,20200409,24-04-2020,USD,RV,1,1715.52,20200409,NAA8,1930764064,1,1.010989011,25-04-2020
31331,U001,200769623,WAL-MAR llc,,2020,1930723755,01-04-2020,20200331,20200401,16-04-2020,USD,RV,1,35.56,20200401,NAH4,1930723755,1,1.010989011,17-04-2020
31332,U001,200020431,DEC ,,2020,1930762081,08-04-2020,20200408,20200408,24-04-2020,USD,RV,1,421.02,20200401,NAM4,1930762081,1,93.66666667,26-07-2020
31341,CA02,140105686,SYSC associates,,2020,2960627822,09-04-2020,20200409,20200409,27-04-2020,CAD,RV,1,4283.85,20200417,CA10,2960627822,1,2.169835234,29-04-2020
31342,U001,200353024,DECA co,,2020,1930689519,24-03-2020,20200324,20200324,08-04-2020,USD,RV,1,24.72,20200316,NAM4,1930689519,1,93.66666667,10-07-2020
31343,U001,200769623,WAL-MAR in,,2020,1930867307,08-05-2020,20200506,20200508,23-05-2020,USD,RV,1,20101.42,20200508,NAH4,1930867307,1,1.010989011,24-05-2020
31347,U001,200769623,WAL-MAR ,,2020,1930705615,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,1451.69,20200327,NAH4,1930705615,1,1.010989011,12-04-2020
31349,U001,200705742,DOT associates,,2020,1930779263,13-04-2020,20200412,20200413,03-05-2020,USD,RV,1,121340.9,20200413,NAD1,1930779263,1,1.010989011,04-05-2020
31350,U001,200769623,WAL-MAR llc,,2020,1930852418,04-05-2020,20200502,20200504,19-05-2020,USD,RV,1,72887.89,20200504,NAH4,1930852418,1,1.010989011,20-05-2020
31356,U001,200729290,KROGER corp,,2020,1930781505,13-04-2020,20200413,20200413,28-04-2020,USD,RV,1,2382.55,20200413,NAA8,1930781505,1,1.010989011,29-04-2020
31364,U001,200148860,DOLLA trust,,2020,1930627584,09-03-2020,20200309,20200309,24-03-2020,USD,RV,1,3947.94,20200309,NAA8,1930627584,1,1.010989011,25-03-2020
31375,U001,200769623,WAL-MAR foundation,,2020,1930584029,28-02-2020,20200229,20200228,14-03-2020,USD,RV,1,48245.38,20200228,NAH4,1930584029,1,1.010989011,15-03-2020
31376,U001,100031704,DELHAIZE corp,,2020,1930629620,10-03-2020,20200310,20200310,25-03-2020,USD,RV,1,49052.2,20200310,NAA8,1930629620,1,1.010989011,26-03-2020
31381,U001,200762301,C&S WH foundation,,2020,1930777147,13-04-2020,20200411,20200413,28-04-2020,USD,RV,1,6756.52,20200413,NAC6,1930777147,1,1.010989011,29-04-2020
31390,U001,200704858,WAKE associates,,2020,1930775172,14-04-2020,20200411,20200414,29-04-2020,USD,RV,1,17214.42,20200414,NAA8,1930775172,1,1.010989011,30-04-2020
31391,U001,200769623,WAL-MAR corp,,2020,1930739627,03-04-2020,20200403,20200403,18-04-2020,USD,RV,1,43203.78,20200403,NAH4,1930739627,1,1.010989011,19-04-2020
31394,U001,200592182,DECA ,,2020,1930789654,16-04-2020,20200416,20200416,24-04-2020,USD,RV,1,273.54,20200401,NAM4,1930789654,1,93.66666667,26-07-2020
31395,U001,200696090,UNITE in,,2020,1930715074,31-03-2020,20200328,20200331,15-04-2020,USD,RV,1,3710.04,20200331,NAA8,1930715074,1,1.010989011,16-04-2020
31401,U001,200769623,WAL-MAR systems,,2020,1930719223,31-03-2020,20200329,20200331,15-04-2020,USD,RV,1,661.11,20200331,NAH4,1930719223,1,1.010989011,16-04-2020
31410,U001,200703398,NEX ,,2020,1930812652,22-04-2020,20200422,20200422,07-05-2020,USD,RV,1,23.76,20200422,NAA8,1930812652,1,1.010989011,08-05-2020
31412,U001,200744019,TARG llc,,2020,1930654111,16-03-2020,20200315,20200316,31-03-2020,USD,RV,1,7664.54,20200316,NAA8,1930654111,1,1.010989011,01-04-2020
31417,U001,200759878,SA ,,2020,1930826743,25-04-2020,20200425,20200425,10-05-2020,USD,RV,1,37706.25,20200425,NAH4,1930826743,1,1.010989011,11-05-2020
31420,U001,200769623,WAL-MAR associates,,2020,1930581427,27-02-2020,20200228,20200227,13-03-2020,USD,RV,1,54405.18,20200227,NAH4,1930581427,1,1.010989011,14-03-2020
31425,U001,200790165,CONSO trust,,2020,1930577713,27-02-2020,20200227,20200227,13-03-2020,USD,RV,1,7257.6,20200227,NAA8,1930577713,1,1.010989011,14-03-2020
31426,U001,CCU013,KRAFT F trust,,2020,1930565336,29-02-2020,20200225,20200229,29-02-2020,USD,RV,1,861.15,20200229,NAX2,1930565336,1,-1.848095849,27-02-2020
31432,U001,200769623,WAL-MAR corp,,2020,1930797306,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,1070.94,20200417,NAH4,1930797306,1,1.010989011,03-05-2020
31438,U001,100044037,MERRID ,,2020,1930862158,05-05-2020,20200506,20200505,20-05-2020,USD,RV,1,21546.27,20200505,NAA8,1930862158,1,1.010989011,21-05-2020
31443,U001,200769623,WAL-MAR foundation,,2020,1930619779,08-03-2020,20200307,20200308,23-03-2020,USD,RV,1,53100.82,20200308,NAH4,1930619779,1,1.010989011,24-03-2020
31445,CA02,140106181,THE  ,,2020,2960631522,01-05-2020,20200501,20200501,11-05-2020,CAD,RV,1,19167.33,20200501,CA10,2960631522,1,2.169835234,13-05-2020
31447,CA02,140105686,SYSC llc,,2020,2960618756,05-03-2020,20200305,20200305,23-03-2020,CAD,RV,1,31736.18,20200313,CA10,2960618756,1,2.169835234,25-03-2020
31458,U001,200762301,C&S WH systems,,2020,1930809874,22-04-2020,20200421,20200422,07-05-2020,USD,RV,1,25507.69,20200422,NAC6,1930809874,1,1.010989011,08-05-2020
31471,U001,200777735,NASH  associates,,2020,1930752100,06-04-2020,20200405,20200406,21-04-2020,USD,RV,1,30129.3,20200406,NAA8,1930752100,1,1.010989011,22-04-2020
31472,U001,200794332,COST ,,2020,1930719789,31-03-2020,20200330,20200331,15-04-2020,USD,RV,1,35891.98,20200331,NAAX,1930719789,1,1.010989011,16-04-2020
31476,U001,200769623,WAL-MAR corp,,2020,1930619152,08-03-2020,20200307,20200308,23-03-2020,USD,RV,1,20855,20200308,NAH4,1930619152,1,1.010989011,24-03-2020
31482,U001,200744019,TARG co,,2020,1930670098,20-03-2020,20200319,20200320,24-05-2020,USD,RV,1,3514.75,20200320,NAGD,1930670098,1,1.010989011,25-05-2020
31483,U001,100049079,ESSEX  trust,,2020,1930789279,17-04-2020,20200415,20200417,02-05-2020,USD,RV,1,13259.52,20200417,NAA8,1930789279,1,1.010989011,03-05-2020
31484,U001,200706844,WINC foundation,,2020,1930791319,15-04-2020,20200415,20200415,30-04-2020,USD,RV,1,35944.05,20200415,NAA8,1930791319,1,1.010989011,01-05-2020
31494,U001,200396637,LAWL corp,,2020,1930659170,18-03-2020,20200316,20200318,17-04-2020,USD,RV,1,52901.64,20200318,NAD5,1930659170,1,1.010989011,18-04-2020
31501,CA02,140105686,SYSC ,,2020,2960618292,03-03-2020,20200303,20200303,21-03-2020,CAD,RV,1,45527.7,20200311,CA10,2960618292,1,2.169835234,23-03-2020
31503,U001,200769623,WAL-MAR foundation,,2020,1930704403,26-03-2020,20200326,20200326,10-04-2020,USD,RV,1,55261.99,20200326,NAH4,1930704403,1,1.010989011,11-04-2020
31506,U001,200769623,WAL-MAR llc,,2020,1930568157,28-02-2020,20200226,20200228,14-03-2020,USD,RV,1,30764.86,20200228,NAH4,1930568157,1,1.010989011,15-03-2020
31507,U001,100031704,DELHAIZE llc,,2020,1930855645,04-05-2020,20200504,20200504,19-05-2020,USD,RV,1,134225.83,20200504,NAA8,1930855645,1,1.010989011,20-05-2020
31509,U001,200706844,WINC llc,,2020,1930716370,23-03-2020,20200328,20200323,07-04-2020,USD,RV,1,16804.33,20200323,NAA8,1930716370,1,1.010989011,08-04-2020
31512,U001,200794332,COST ,,2020,1930785084,15-04-2020,20200414,20200415,30-04-2020,USD,RV,1,14772.55,20200415,NAAX,1930785084,1,1.010989011,01-05-2020
31517,U001,200744019,TARG co,,2020,1930750715,05-04-2020,20200404,20200405,20-04-2020,USD,RV,1,21811.1,20200405,NAA8,1930750715,1,1.010989011,21-04-2020
31519,U001,200769623,WAL-MAR co,,2020,1930688989,24-03-2020,20200323,20200324,08-04-2020,USD,RV,1,7706.69,20200324,NAH4,1930688989,1,1.010989011,09-04-2020
31520,U001,200769623,WAL-MAR foundation,,2020,1930652191,15-03-2020,20200314,20200315,30-03-2020,USD,RV,1,491.76,20200315,NAH4,1930652191,1,1.010989011,31-03-2020
31521,U001,200769623,WAL-MAR corporation,,2020,1930748820,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,29322.98,20200404,NAH4,1930748820,1,1.010989011,20-04-2020
31533,U001,200707822,PUBLI systems,,2020,1930752312,06-04-2020,20200406,20200406,21-04-2020,USD,RV,1,68122.84,20200406,NAA8,1930752312,1,1.010989011,22-04-2020
31542,U001,200776463,KROGE foundation,,2020,1930762732,07-04-2020,20200408,20200407,22-04-2020,USD,RV,1,43679.23,20200407,NAA8,1930762732,1,1.010989011,23-04-2020
31549,U001,200760666,KEHE  corporation,,2020,1930708241,31-03-2020,20200330,20200331,15-04-2020,USD,RV,1,21097.89,20200331,NAA8,1930708241,1,1.010989011,16-04-2020
31555,U001,CCCA02,KRAFT  foundation,,2020,1930571641,27-02-2020,20200226,20200227,02-04-2020,USD,RV,1,8352,20200227,NAG2,1930571641,1,1.010989011,03-04-2020
31558,U001,200779906,BOZZU in,,2020,1930779238,13-04-2020,20200412,20200413,28-04-2020,USD,RV,1,79594.74,20200413,NAA8,1930779238,1,1.010989011,29-04-2020
31567,U001,200555117,BURR us,,2020,1930745599,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,110502.46,20200404,NAA8,1930745599,1,1.010989011,20-04-2020
31573,U001,200762301,C&S WH llc,,2020,1930759284,08-04-2020,20200407,20200408,23-04-2020,USD,RV,1,13771.18,20200408,NAC6,1930759284,1,1.010989011,24-04-2020
31575,U001,100049079,ESSEX  foundation,,2020,1930703345,27-03-2020,20200325,20200327,11-04-2020,USD,RV,1,25594.44,20200327,NAA8,1930703345,1,1.010989011,12-04-2020
31582,CA02,140106372,G T  corporation,,2020,2960627609,08-04-2020,20200408,20200408,20-04-2020,CAD,RV,1,21130.2,20200410,CA10,2960627609,1,2.169835234,22-04-2020
31583,U001,200783190,PIT co,,2020,1930666086,19-03-2020,20200318,20200319,23-05-2020,USD,RV,1,1805.15,20200319,NAGD,1930666086,1,1.010989011,24-05-2020
31586,U001,200769623,WAL-MAR corp,,2020,1930751962,06-04-2020,20200406,20200406,21-04-2020,USD,RV,1,14405.99,20200406,NAH4,1930751962,1,1.010989011,22-04-2020
31589,U001,200772670,ASSOCIAT llc,,2020,1930744194,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,50521.22,20200404,NAU5,1930744194,1,93.66666667,21-07-2020
31603,U001,200769623,WAL-MAR systems,,2020,1930651386,16-03-2020,20200314,20200316,31-03-2020,USD,RV,1,16064.08,20200316,NAH4,1930651386,1,1.010989011,01-04-2020
31607,U001,200769623,WAL-MAR systems,,2020,1930778666,12-04-2020,20200411,20200412,27-04-2020,USD,RV,1,11421.1,20200412,NAH4,1930778666,1,1.010989011,28-04-2020
31610,U001,100001196,DOLLAR in,,2020,1930704024,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,26909.07,20200327,NAA8,1930704024,1,1.010989011,12-04-2020
31614,U001,200407025,ALBERT foundation,,2020,1930717691,31-03-2020,20200329,20200331,15-04-2020,USD,RV,1,43119.42,20200331,NAA8,1930717691,1,1.010989011,16-04-2020
31616,U001,200739534,OK trust,,2020,1930691259,24-03-2020,20200324,20200324,08-04-2020,USD,RV,1,29466.86,20200324,NAA8,1930691259,1,1.010989011,09-04-2020
31621,U001,200705742,DOT us,,2020,1930875501,07-05-2020,20200507,20200507,08-06-2020,USD,RV,1,2543.48,20200507,NA32,1930875501,1,1.010989011,09-06-2020
31623,U001,200769623,WAL-MAR corp,,2020,1930718168,30-03-2020,20200329,20200330,14-04-2020,USD,RV,1,51798.76,20200330,NAH4,1930718168,1,1.010989011,15-04-2020
31625,U001,200785971,SYSCO  corporation,,2020,1930828757,01-05-2020,20200427,20200501,16-05-2020,USD,RV,1,10918,20200501,NAA8,1930828757,1,1.010989011,17-05-2020
31628,U001,200752302,KROGER ,,2020,1930673713,20-03-2020,20200319,20200320,04-04-2020,USD,RV,1,18180.45,20200320,NAA8,1930673713,1,1.010989011,05-04-2020
31639,CA02,140104440,SO corp,,2020,2960623703,23-03-2020,20200323,20200323,04-04-2020,CAD,RV,1,8590.95,20200325,CA10,2960623703,1,2.169835234,06-04-2020
31640,U001,200752302,KROGER corp,,2020,1930778333,14-04-2020,20200411,20200414,29-04-2020,USD,RV,1,25039.21,20200414,NAA8,1930778333,1,1.010989011,30-04-2020
31641,U001,200743996,STATER  in,,2020,1930809518,22-04-2020,20200421,20200422,07-05-2020,USD,RV,1,38925.66,20200422,NAA8,1930809518,1,1.010989011,08-05-2020
31642,U001,200772595,SAFEW trust,,2020,1930726085,02-04-2020,20200331,20200402,17-04-2020,USD,RV,1,46947.42,20200402,NAA8,1930726085,1,1.010989011,18-04-2020
31648,CA02,140104429,COSTCO co,,2020,2960630547,25-04-2020,20200425,20200425,15-05-2020,CAD,RV,1,63447.76,20200505,CA10,2960630547,1,2.169835234,17-05-2020
31655,U001,200769623,WAL-MAR in,,2020,1930817866,23-04-2020,20200423,20200423,08-05-2020,USD,RV,1,44426.56,20200423,NAH4,1930817866,1,1.010989011,09-05-2020
31656,U001,200761734,H E BUT corporation,,2020,1930675011,19-03-2020,20200320,20200319,03-04-2020,USD,RV,1,47089.64,20200319,NAA8,1930675011,1,1.010989011,04-04-2020
31659,U001,200726979,BJ'S  us,,2020,1930651305,14-03-2020,20200313,20200314,29-03-2020,USD,RV,1,277.49,20200314,NAA8,1930651305,1,1.010989011,30-03-2020
31663,U001,200778355,US  in,,2020,1930576942,03-03-2020,20200302,20200303,04-04-2020,USD,RV,1,10195.1,20200303,NA32,1930576942,1,1.010989011,05-04-2020
31666,U001,200769623,WAL-MAR trust,,2020,1930653399,16-03-2020,20200316,20200316,31-03-2020,USD,RV,1,18964.54,20200316,NAH4,1930653399,1,1.010989011,01-04-2020
31681,U001,200418007,AM foundation,,2020,1930747458,08-04-2020,20200404,20200408,23-04-2020,USD,RV,1,1364.01,20200408,NAA8,1930747458,1,1.010989011,24-04-2020
31684,U001,200769623,WAL-MAR co,,2020,1930853717,03-05-2020,20200503,20200503,18-05-2020,USD,RV,1,32557.63,20200503,NAH4,1930853717,1,1.010989011,19-05-2020
31687,U001,200799180,CHEN systems,,2020,1930782760,17-04-2020,20200414,20200417,02-05-2020,USD,RV,1,21075,20200417,NAA8,1930782760,1,1.010989011,03-05-2020
31702,U001,200794332,COST associates,,2020,1930838767,30-04-2020,20200429,20200430,15-05-2020,USD,RV,1,2891.67,20200430,NAAX,1930838767,1,1.010989011,16-05-2020
31703,U001,200726979,BJ'S  in,,2020,1930759980,08-04-2020,20200407,20200408,23-04-2020,USD,RV,1,485.82,20200408,NAA8,1930759980,1,1.010989011,24-04-2020
31707,U001,200418007,AM foundation,,2020,1930602629,05-03-2020,20200304,20200305,09-05-2020,USD,RV,1,67.2,20200305,NAGD,1930602629,1,1.010989011,10-05-2020
31709,U001,200769623,WAL-MAR corporation,,2020,1930589829,03-03-2020,20200303,20200303,18-03-2020,USD,RV,1,3403.8,20200303,NAH4,1930589829,1,1.010989011,19-03-2020
31714,U001,200762301,C&S WH foundation,,2020,1930779769,13-04-2020,20200412,20200413,28-04-2020,USD,RV,1,5036.11,20200413,NAC6,1930779769,1,1.010989011,29-04-2020
31715,U001,200759878,SA corporation,,2020,1930800876,21-04-2020,20200420,20200421,06-05-2020,USD,RV,1,60969.88,20200421,NAH4,1930800876,1,1.010989011,07-05-2020
31729,U001,200762301,C&S WH systems,,2020,1930576160,27-02-2020,20200227,20200227,13-03-2020,USD,RV,1,20817.26,20200227,NAC6,1930576160,1,1.010989011,14-03-2020
31730,U001,200769623,WAL-MAR co,,2020,1930660641,19-03-2020,20200317,20200319,03-04-2020,USD,RV,1,59337.42,20200319,NAH4,1930660641,1,1.010989011,04-04-2020
31737,U001,200794332,COST co,,2020,1930659050,19-03-2020,20200316,20200319,03-04-2020,USD,RV,1,5304.49,20200319,NAAX,1930659050,1,1.010989011,04-04-2020
31741,U001,200769623,WAL-MAR llc,,2020,1930637662,13-03-2020,20200311,20200313,28-03-2020,USD,RV,1,48565.77,20200313,NAH4,1930637662,1,1.010989011,29-03-2020
31751,U001,200769623,WAL-MAR co,,2020,1930778447,13-04-2020,20200411,20200413,28-04-2020,USD,RV,1,65244.52,20200413,NAH4,1930778447,1,1.010989011,29-04-2020
31754,U001,200769623,WAL-MAR corp,,2020,1930825569,25-04-2020,20200424,20200425,10-05-2020,USD,RV,1,10425.09,20200425,NAH4,1930825569,1,1.010989011,11-05-2020
31759,U001,200803720,DEC corporation,,2020,1930614066,07-03-2020,20200307,20200307,24-03-2020,USD,RV,1,475.16,20200301,NAM4,1930614066,1,93.66666667,25-06-2020
31760,U001,200769623,WAL-MAR associates,,2020,1930682064,23-03-2020,20200321,20200323,07-04-2020,USD,RV,1,15862.46,20200323,NAH4,1930682064,1,1.010989011,08-04-2020
31764,U001,200769623,WAL-MAR systems,,2020,1930829042,26-04-2020,20200427,20200426,11-05-2020,USD,RV,1,44836.11,20200426,NAH4,1930829042,1,1.010989011,12-05-2020
31780,U001,200014556,ALBER corp,,2020,1930664067,19-03-2020,20200317,20200319,03-04-2020,USD,RV,1,77175.2,20200319,NAA8,1930664067,1,1.010989011,04-04-2020
31784,U001,200744019,TARG ,,2020,1930739942,04-04-2020,20200403,20200404,19-04-2020,USD,RV,1,5638.55,20200404,NAA8,1930739942,1,1.010989011,20-04-2020
31794,U001,200920735,ALBERT co,,2020,1930759278,09-04-2020,20200407,20200409,24-04-2020,USD,RV,1,84524.24,20200409,NAA8,1930759278,1,1.010989011,25-04-2020
31800,U001,200752607,IRA HI ,,2020,1930861074,07-05-2020,20200506,20200507,22-05-2020,USD,RV,1,7572.67,20200507,NAA8,1930861074,1,1.010989011,23-05-2020
